id,date,time,day,city,area,area_type,weather,crime_type,risk_score,risk_level,latitude,longitude,narrative
148,2023-11-04,05:15,Saturday,Jaipur,Mansarovar,Educational,Rainy,Theft,51.6,Medium,26.8765,75.744,"A pickpocketing incident was reported in a crowded market in Mansarovar, Jaipur."
149,2024-07-21,18:30,Sunday,Bangalore,Electronic City,Commercial,Foggy,Robbery,56.6,Medium,12.985,77.5449,"An armed robbery incident was reported at a shop in Electronic City, Bangalore."
150,2024-06-22,13:45,Saturday,Kolkata,Dum Dum,Commercial,Clear,Robbery,21.0,Low,22.5215,88.3598,"A chain/bag-snatching robbery was reported on the main road in Dum Dum, Kolkata."
151,2024-07-18,20:15,Thursday,Pune,Camp,Commercial,Cloudy,Burglary,43.0,Medium,18.467,73.8116,"A house burglary was reported in a residential complex in Camp, Pune while occupants were away."
152,2023-06-15,10:15,Thursday,Hyderabad,Secunderabad,Residential,Rainy,Burglary,46.4,Medium,17.3591,78.4362,"A house burglary was reported in a residential complex in Secunderabad, Hyderabad while occupants were away."
153,2023-05-09,20:30,Tuesday,Jaipur,Mansarovar,Educational,Clear,Assault,52.9,Medium,26.9654,75.7458,"A physical assault was reported near a public gathering spot in Mansarovar, Jaipur."
154,2023-01-30,02:00,Monday,Lucknow,Hazratganj,Residential,Rainy,Burglary,63.0,Medium,26.8367,80.9629,"Forced entry and burglary was reported at a residence in Hazratganj, Lucknow."
155,2024-10-19,09:45,Saturday,Jaipur,Mansarovar,Educational,Cloudy,Others,55.2,Medium,26.8881,75.7361,"A miscellaneous public-nuisance/disturbance case was reported in Mansarovar, Jaipur."
156,2024-03-01,15:45,Friday,Delhi,Vasant Kunj,Educational,Cloudy,Assault,52.5,Medium,28.7475,77.0808,"A physical assault was reported near a public gathering spot in Vasant Kunj, Delhi."
157,2024-01-15,16:00,Monday,Kolkata,Howrah,Commercial,Rainy,Robbery,24.1,Low,22.5666,88.3208,"A robbery was reported near Howrah, Kolkata — valuables snatched from a pedestrian."
158,2024-09-22,13:15,Sunday,Hyderabad,Kukatpally,Educational,Cloudy,Others,41.8,Medium,17.4115,78.4495,"A miscellaneous public-nuisance/disturbance case was reported in Kukatpally, Hyderabad."
159,2024-05-25,09:45,Saturday,Ahmedabad,Naranpura,Residential,Clear,Burglary,46.0,Medium,23.0174,72.5403,"Forced entry and burglary was reported at a residence in Naranpura, Ahmedabad."
160,2023-10-16,15:45,Monday,Bangalore,MG Road,Educational,Rainy,Others,59.6,Medium,12.9633,77.6405,"A minor altercation/disturbance was reported near an institution in MG Road, Bangalore."
161,2023-02-16,12:00,Thursday,Kolkata,Esplanade,Commercial,Cloudy,Robbery,26.0,Low,22.559,88.3579,"A chain/bag-snatching robbery was reported on the main road in Esplanade, Kolkata."
162,2023-05-12,03:45,Friday,Hyderabad,Ameerpet,Residential,Rainy,Burglary,58.1,Medium,17.4377,78.5173,"A house burglary was reported in a residential complex in Ameerpet, Hyderabad while occupants were away."
163,2024-05-27,01:00,Monday,Lucknow,Aminabad,Industrial,Clear,Theft,49.1,Medium,26.8435,80.941,"A shop reported theft of goods overnight in Aminabad, Lucknow."
164,2023-12-02,19:30,Saturday,Jaipur,Vaishali Nagar,Commercial,Cloudy,Robbery,57.2,Medium,26.9535,75.7985,"A chain/bag-snatching robbery was reported on the main road in Vaishali Nagar, Jaipur."
165,2024-12-26,18:30,Thursday,Jaipur,Jagatpura,Commercial,Foggy,Robbery,58.8,Medium,26.9333,75.8449,"A chain/bag-snatching robbery was reported on the main road in Jagatpura, Jaipur."
166,2024-09-03,15:30,Tuesday,Hyderabad,Hitech City,Residential,Cloudy,Burglary,35.5,Medium,17.3455,78.5022,"Forced entry and burglary was reported at a residence in Hitech City, Hyderabad."
167,2024-12-18,03:15,Wednesday,Delhi,Saket,Commercial,Clear,Robbery,70.9,High,28.6937,77.067,"A chain/bag-snatching robbery was reported on the main road in Saket, Delhi."
168,2023-03-05,22:15,Sunday,Lucknow,Mahanagar,Residential,Cloudy,Others,54.4,Medium,26.8441,80.9314,"A miscellaneous public-nuisance/disturbance case was reported in Mahanagar, Lucknow."
169,2024-11-23,23:30,Saturday,Ahmedabad,Paldi,Residential,Foggy,Assault,65.9,Medium,23.0295,72.5384,"A physical assault was reported near a public gathering spot in Paldi, Ahmedabad."
170,2024-05-15,10:45,Wednesday,Hyderabad,Banjara Hills,Residential,Rainy,Others,34.8,Medium,17.4116,78.4612,"A minor altercation/disturbance was reported near an institution in Banjara Hills, Hyderabad."
171,2023-05-30,09:00,Tuesday,Kolkata,Esplanade,Commercial,Rainy,Robbery,36.7,Medium,22.6235,88.3826,"A chain/bag-snatching robbery was reported on the main road in Esplanade, Kolkata."
172,2023-07-26,17:30,Wednesday,Ahmedabad,Vastrapur,Residential,Rainy,Burglary,52.9,Medium,23.0329,72.5405,"A house burglary was reported in a residential complex in Vastrapur, Ahmedabad while occupants were away."
173,2023-12-05,22:45,Tuesday,Chennai,T Nagar,Commercial,Clear,Robbery,68.3,High,13.1384,80.328,"A robbery was reported near T Nagar, Chennai — valuables snatched from a pedestrian."
174,2024-05-03,20:15,Friday,Kolkata,Dum Dum,Commercial,Rainy,Robbery,29.9,Low,22.6216,88.3146,"A chain/bag-snatching robbery was reported on the main road in Dum Dum, Kolkata."
175,2023-06-29,13:15,Thursday,Chennai,T Nagar,Commercial,Clear,Robbery,60.2,Medium,13.0821,80.3231,"An armed robbery incident was reported at a shop in T Nagar, Chennai."
176,2023-11-02,18:00,Thursday,Bangalore,MG Road,Educational,Rainy,Others,62.9,Medium,12.9768,77.5939,"A miscellaneous public-nuisance/disturbance case was reported in MG Road, Bangalore."
177,2023-10-07,06:00,Saturday,Jaipur,Jagatpura,Commercial,Rainy,Robbery,43.5,Medium,26.8833,75.7496,"A chain/bag-snatching robbery was reported on the main road in Jagatpura, Jaipur."
178,2024-08-04,21:15,Sunday,Pune,Viman Nagar,Commercial,Cloudy,Robbery,41.8,Medium,18.5091,73.848,"An armed robbery incident was reported at a shop in Viman Nagar, Pune."
179,2024-11-16,03:15,Saturday,Mumbai,Colaba,Educational,Cloudy,Others,58.1,Medium,19.0168,72.8637,"A minor altercation/disturbance was reported near an institution in Colaba, Mumbai."
180,2023-11-06,18:00,Monday,Hyderabad,Madhapur,Industrial,Rainy,Theft,42.3,Medium,17.3325,78.4409,"A pickpocketing incident was reported in a crowded market in Madhapur, Hyderabad."
181,2024-12-21,09:00,Saturday,Delhi,Nehru Place,Residential,Rainy,Theft,75.2,High,28.759,77.0999,"A pickpocketing incident was reported in a crowded market in Nehru Place, Delhi."
182,2024-03-01,22:45,Friday,Lucknow,Chowk,Residential,Cloudy,Burglary,65.5,Medium,26.8582,80.9807,"Forced entry and burglary was reported at a residence in Chowk, Lucknow."
183,2023-03-21,18:00,Tuesday,Jaipur,Sanganer,Educational,Clear,Others,60.7,Medium,26.8767,75.7917,"A miscellaneous public-nuisance/disturbance case was reported in Sanganer, Jaipur."
184,2023-07-30,22:45,Sunday,Pune,Shivajinagar,Commercial,Clear,Robbery,52.6,Medium,18.4671,73.8125,"An armed robbery incident was reported at a shop in Shivajinagar, Pune."
185,2024-07-26,14:30,Friday,Ahmedabad,Navrangpura,Commercial,Clear,Assault,52.6,Medium,23.052,72.5808,"An assault case was reported following an altercation in Navrangpura, Ahmedabad."
186,2024-12-18,02:00,Wednesday,Kolkata,Esplanade,Commercial,Clear,Robbery,42.0,Medium,22.5471,88.3255,"A robbery was reported near Esplanade, Kolkata — valuables snatched from a pedestrian."
187,2024-01-27,14:45,Saturday,Kolkata,Esplanade,Commercial,Foggy,Others,24.4,Low,22.6175,88.3199,"A minor altercation/disturbance was reported near an institution in Esplanade, Kolkata."
188,2024-07-04,12:15,Thursday,Mumbai,Bandra,Residential,Cloudy,Burglary,49.9,Medium,19.1334,72.8733,"Forced entry and burglary was reported at a residence in Bandra, Mumbai."
189,2023-08-24,07:45,Thursday,Jaipur,Bani Park,Residential,Rainy,Theft,44.2,Medium,26.9574,75.8192,"A theft case was reported in Bani Park, Jaipur — a two-wheeler was stolen from a parking area."
190,2023-09-04,06:00,Monday,Kolkata,Park Street,Educational,Clear,Others,28.2,Low,22.5932,88.4086,"A miscellaneous public-nuisance/disturbance case was reported in Park Street, Kolkata."
191,2024-03-25,07:15,Monday,Bangalore,Hebbal,Educational,Clear,Others,35.2,Medium,12.9397,77.6446,"A minor altercation/disturbance was reported near an institution in Hebbal, Bangalore."
192,2023-08-31,09:15,Thursday,Lucknow,Chowk,Residential,Cloudy,Assault,45.2,Medium,26.8535,80.9572,"An assault case was reported following an altercation in Chowk, Lucknow."
193,2023-02-18,11:45,Saturday,Kolkata,Dum Dum,Commercial,Rainy,Robbery,32.2,Low,22.5486,88.326,"A chain/bag-snatching robbery was reported on the main road in Dum Dum, Kolkata."
194,2023-08-19,09:15,Saturday,Ahmedabad,Vastrapur,Residential,Foggy,Burglary,60.0,Medium,23.0786,72.5783,"A house burglary was reported in a residential complex in Vastrapur, Ahmedabad while occupants were away."
195,2023-12-05,20:00,Tuesday,Kolkata,Gariahat,Commercial,Foggy,Robbery,35.0,Medium,22.5996,88.3268,"An armed robbery incident was reported at a shop in Gariahat, Kolkata."
196,2023-03-16,06:15,Thursday,Kolkata,Park Street,Educational,Foggy,Others,23.7,Low,22.549,88.413,"A miscellaneous public-nuisance/disturbance case was reported in Park Street, Kolkata."
197,2024-05-05,07:15,Sunday,Chennai,Anna Nagar,Commercial,Foggy,Theft,52.8,Medium,13.1158,80.2564,"A shop reported theft of goods overnight in Anna Nagar, Chennai."
198,2023-09-25,11:45,Monday,Pune,Viman Nagar,Commercial,Foggy,Others,27.7,Low,18.5167,73.8975,"A miscellaneous public-nuisance/disturbance case was reported in Viman Nagar, Pune."
199,2024-07-30,07:15,Tuesday,Pune,Hadapsar,Residential,Clear,Others,28.7,Low,18.5299,73.8468,"A miscellaneous public-nuisance/disturbance case was reported in Hadapsar, Pune."
200,2023-08-24,12:15,Thursday,Chennai,Tambaram,Residential,Foggy,Others,46.7,Medium,13.0632,80.3023,"A minor altercation/disturbance was reported near an institution in Tambaram, Chennai."
201,2023-06-22,23:30,Thursday,Ahmedabad,Naranpura,Residential,Cloudy,Burglary,58.8,Medium,22.9846,72.6181,"A house burglary was reported in a residential complex in Naranpura, Ahmedabad while occupants were away."
202,2023-03-18,21:00,Saturday,Jaipur,MI Road,Industrial,Clear,Assault,66.2,High,26.8802,75.8122,"An assault case was reported following an altercation in MI Road, Jaipur."
203,2024-09-24,20:45,Tuesday,Chennai,Porur,Commercial,Foggy,Robbery,46.1,Medium,13.0721,80.2127,"A chain/bag-snatching robbery was reported on the main road in Porur, Chennai."
204,2023-01-18,16:45,Wednesday,Hyderabad,Dilsukhnagar,Commercial,Cloudy,Robbery,32.9,Low,17.3429,78.4497,"A chain/bag-snatching robbery was reported on the main road in Dilsukhnagar, Hyderabad."
205,2023-10-01,12:00,Sunday,Hyderabad,Madhapur,Industrial,Rainy,Theft,42.3,Medium,17.3542,78.5104,"A pickpocketing incident was reported in a crowded market in Madhapur, Hyderabad."
206,2023-04-06,12:45,Thursday,Mumbai,Andheri,Residential,Foggy,Robbery,53.6,Medium,19.0171,72.8383,"An armed robbery incident was reported at a shop in Andheri, Mumbai."
207,2024-08-02,03:00,Friday,Kolkata,Esplanade,Commercial,Cloudy,Assault,32.1,Low,22.6191,88.361,"An assault case was reported following an altercation in Esplanade, Kolkata."
208,2024-07-10,18:00,Wednesday,Mumbai,Kurla,Educational,Cloudy,Assault,67.9,High,19.1314,72.8881,"A physical assault was reported near a public gathering spot in Kurla, Mumbai."
209,2023-06-16,18:15,Friday,Mumbai,Kurla,Educational,Foggy,Assault,68.3,High,19.0621,72.9065,"An assault case was reported following an altercation in Kurla, Mumbai."
210,2023-02-24,03:45,Friday,Jaipur,Sanganer,Educational,Cloudy,Assault,71.8,High,26.9447,75.8419,"A physical assault was reported near a public gathering spot in Sanganer, Jaipur."
211,2024-10-11,08:45,Friday,Pune,Koregaon Park,Commercial,Foggy,Theft,33.9,Medium,18.5055,73.819,"A shop reported theft of goods overnight in Koregaon Park, Pune."
212,2024-09-25,09:15,Wednesday,Kolkata,Salt Lake,Residential,Clear,Theft,14.5,Low,22.598,88.38,"A shop reported theft of goods overnight in Salt Lake, Kolkata."
213,2024-01-05,03:00,Friday,Kolkata,Esplanade,Commercial,Clear,Robbery,43.0,Medium,22.604,88.3162,"A robbery was reported near Esplanade, Kolkata — valuables snatched from a pedestrian."
214,2024-04-04,17:45,Thursday,Delhi,Nehru Place,Residential,Clear,Assault,69.7,High,28.6553,77.1143,"A physical assault was reported near a public gathering spot in Nehru Place, Delhi."
215,2023-10-26,13:45,Thursday,Kolkata,Park Street,Educational,Clear,Others,31.0,Low,22.6317,88.333,"A miscellaneous public-nuisance/disturbance case was reported in Park Street, Kolkata."
216,2023-05-23,08:30,Tuesday,Kolkata,Howrah,Commercial,Rainy,Robbery,28.1,Low,22.5648,88.3544,"An armed robbery incident was reported at a shop in Howrah, Kolkata."
217,2023-09-15,07:45,Friday,Mumbai,Powai,Commercial,Cloudy,Robbery,41.1,Medium,19.0168,72.8652,"A chain/bag-snatching robbery was reported on the main road in Powai, Mumbai."
218,2024-03-26,10:45,Tuesday,Kolkata,Esplanade,Commercial,Cloudy,Theft,25.0,Low,22.596,88.3614,"A theft case was reported in Esplanade, Kolkata — a two-wheeler was stolen from a parking area."
219,2023-10-26,23:45,Thursday,Kolkata,Esplanade,Commercial,Cloudy,Robbery,32.3,Low,22.6069,88.3477,"A chain/bag-snatching robbery was reported on the main road in Esplanade, Kolkata."
220,2024-11-29,17:00,Friday,Chennai,Velachery,Educational,Foggy,Assault,61.7,Medium,13.1184,80.3105,"An assault case was reported following an altercation in Velachery, Chennai."
221,2023-05-23,20:30,Tuesday,Kolkata,Dum Dum,Commercial,Cloudy,Robbery,25.9,Low,22.5634,88.3491,"An armed robbery incident was reported at a shop in Dum Dum, Kolkata."
222,2024-08-19,12:45,Monday,Lucknow,Mahanagar,Residential,Clear,Burglary,43.4,Medium,26.8942,80.9506,"A house burglary was reported in a residential complex in Mahanagar, Lucknow while occupants were away."
223,2024-11-04,21:30,Monday,Mumbai,Borivali,Commercial,Cloudy,Robbery,47.6,Medium,19.134,72.899,"An armed robbery incident was reported at a shop in Borivali, Mumbai."
224,2023-04-19,00:00,Wednesday,Pune,Aundh,Residential,Rainy,Burglary,36.5,Medium,18.5274,73.8792,"A house burglary was reported in a residential complex in Aundh, Pune while occupants were away."
225,2024-02-05,14:15,Monday,Ahmedabad,Paldi,Residential,Rainy,Burglary,60.5,Medium,22.998,72.6219,"A house burglary was reported in a residential complex in Paldi, Ahmedabad while occupants were away."
226,2023-12-23,09:30,Saturday,Mumbai,Bandra,Residential,Foggy,Burglary,54.3,Medium,19.0578,72.8294,"Forced entry and burglary was reported at a residence in Bandra, Mumbai."
227,2023-11-04,01:00,Saturday,Pune,Hinjewadi,Industrial,Clear,Theft,48.3,Medium,18.5417,73.8164,"A shop reported theft of goods overnight in Hinjewadi, Pune."
228,2024-07-19,05:30,Friday,Chennai,Velachery,Educational,Foggy,Assault,52.7,Medium,13.0713,80.2328,"A physical assault was reported near a public gathering spot in Velachery, Chennai."
229,2024-09-20,06:45,Friday,Kolkata,Park Street,Educational,Foggy,Others,28.2,Low,22.5373,88.3942,"A miscellaneous public-nuisance/disturbance case was reported in Park Street, Kolkata."
230,2024-07-03,05:30,Wednesday,Lucknow,Gomti Nagar,Commercial,Rainy,Robbery,36.2,Medium,26.8672,80.9449,"A chain/bag-snatching robbery was reported on the main road in Gomti Nagar, Lucknow."
231,2024-09-17,12:00,Tuesday,Pune,Aundh,Residential,Rainy,Burglary,28.8,Low,18.4811,73.8775,"Forced entry and burglary was reported at a residence in Aundh, Pune."
232,2024-11-19,04:30,Tuesday,Lucknow,Gomti Nagar,Commercial,Clear,Robbery,33.3,Medium,26.8315,80.9032,"An armed robbery incident was reported at a shop in Gomti Nagar, Lucknow."
233,2024-08-11,12:45,Sunday,Kolkata,Howrah,Commercial,Cloudy,Theft,27.6,Low,22.6229,88.4156,"A theft case was reported in Howrah, Kolkata — a two-wheeler was stolen from a parking area."
234,2024-05-16,09:15,Thursday,Jaipur,Vaishali Nagar,Commercial,Cloudy,Robbery,43.0,Medium,26.8588,75.7704,"A robbery was reported near Vaishali Nagar, Jaipur — valuables snatched from a pedestrian."
235,2024-01-29,17:45,Monday,Ahmedabad,Maninagar,Commercial,Foggy,Robbery,68.7,High,23.0633,72.57,"A robbery was reported near Maninagar, Ahmedabad — valuables snatched from a pedestrian."
236,2023-08-14,09:00,Monday,Lucknow,Hazratganj,Residential,Rainy,Assault,44.3,Medium,26.8804,80.9541,"A physical assault was reported near a public gathering spot in Hazratganj, Lucknow."
237,2024-08-09,03:30,Friday,Jaipur,Malviya Nagar,Residential,Rainy,Burglary,69.7,High,26.9436,75.7803,"A house burglary was reported in a residential complex in Malviya Nagar, Jaipur while occupants were away."
238,2024-10-31,07:30,Thursday,Kolkata,Salt Lake,Residential,Clear,Burglary,19.7,Low,22.6106,88.3566,"A house burglary was reported in a residential complex in Salt Lake, Kolkata while occupants were away."
239,2024-08-25,22:30,Sunday,Chennai,Adyar,Commercial,Foggy,Robbery,50.6,Medium,13.0475,80.2355,"A robbery was reported near Adyar, Chennai — valuables snatched from a pedestrian."
240,2024-06-29,08:15,Saturday,Lucknow,Chowk,Residential,Rainy,Assault,59.9,Medium,26.8554,81.0005,"An assault case was reported following an altercation in Chowk, Lucknow."
241,2023-03-02,08:15,Thursday,Delhi,Nehru Place,Residential,Cloudy,Burglary,65.2,Medium,28.7435,77.1339,"Forced entry and burglary was reported at a residence in Nehru Place, Delhi."
242,2024-08-14,20:30,Wednesday,Ahmedabad,Maninagar,Commercial,Foggy,Robbery,63.8,Medium,23.0579,72.6037,"An armed robbery incident was reported at a shop in Maninagar, Ahmedabad."
243,2024-12-12,11:45,Thursday,Jaipur,Mansarovar,Educational,Foggy,Robbery,45.0,Medium,26.9453,75.8152,"A chain/bag-snatching robbery was reported on the main road in Mansarovar, Jaipur."
244,2023-03-06,17:45,Monday,Ahmedabad,Paldi,Residential,Cloudy,Burglary,66.2,High,23.0219,72.5501,"Forced entry and burglary was reported at a residence in Paldi, Ahmedabad."
